geneID	string_protein_id	propagate_scores
IL12RB1	9606.ENSP00000470788	0.00045115461006814644
RELA	9606.ENSP00000384273	0.0004500718672994869
CD1D	9606.ENSP00000501245	0.0004466666910049916
GNG2	9606.ENSP00000334448	0.00044611076058612446
LTA	9606.ENSP00000403495	0.0004427968786160767
MET	9606.ENSP00000317272	0.00044219508948308635
CDC42	9606.ENSP00000497733	0.0004414035482644887
HSP90AB1	9606.ENSP00000360609	0.00044093419394453874
BCL6	9606.ENSP00000384371	0.0004396376899524299
CDH1	9606.ENSP00000261769	0.00043877701007978456
FCGR2A	9606.ENSP00000271450	0.0004386346890081121
FGF2	9606.ENSP00000264498	0.0004385118543469155
CD7	9606.ENSP00000312027	0.00043679153832063976
NKG7	9606.ENSP00000221978	0.00043528191505679204
HSPA4	9606.ENSP00000302961	0.0004337999575707879
TNFSF14	9606.ENSP00000469049	0.00043008178096633036
GNLY	9606.ENSP00000436423	0.000427598479543267
CRP	9606.ENSP00000255030	0.00042752509084050027
KIR3DL1	9606.ENSP00000375608	0.0004227670483308617
ITGA4	9606.ENSP00000380227	0.0004207379157720719
LILRB1	9606.ENSP00000315997	0.000419828946437513
IGF1	9606.ENSP00000376637	0.00041744040315121954
PF4	9606.ENSP00000296029	0.00041695693966536815
MAPK1	9606.ENSP00000215832	0.0004163897765877584
PTEN	9606.ENSP00000361021	0.0004130684507324878
PRKACA	9606.ENSP00000309591	0.00040894968561912845
CD244	9606.ENSP00000357012	0.000407365211472094
ALK	9606.ENSP00000373700	0.000404792015882604
CSF1	9606.ENSP00000327513	0.0004042710570069949
SCARB2	9606.ENSP00000264896	0.0004034219764278457
SCARB1	9606.ENSP00000261693	0.0004032560064606973
CCR10	9606.ENSP00000332504	0.00040320649715328385
PRKACB	9606.ENSP00000359719	0.0004004108866297153
RPS27A	9606.ENSP00000272317	0.000399922870528057
ARRB2	9606.ENSP00000403701	0.00039970762220237427
HCST	9606.ENSP00000246551	0.0003990854947300383
SPN	9606.ENSP00000498852	0.00039751856884820695
CCL27	9606.ENSP00000259631	0.0003973347283780244
TLR7	9606.ENSP00000370034	0.00039529292366871394
CCL25	9606.ENSP00000375086	0.00039473017744648305
GRAP2	9606.ENSP00000339186	0.00039284571125449216
TRAT1	9606.ENSP00000295756	0.00039238983301752647
FLT3LG	9606.ENSP00000469613	0.00039164470479142137
MRC1	9606.ENSP00000455897	0.00039135060511980127
IL1R1	9606.ENSP00000386380	0.00039049106792602567
FOS	9606.ENSP00000306245	0.00038939042972828354
GNAI1	9606.ENSP00000497260	0.00038910227198069854
TLR3	9606.ENSP00000296795	0.00038832349143177357
NECTIN1	9606.ENSP00000264025	0.000387462438069621
ESR1	9606.ENSP00000405330	0.0003874561153380878
NCR3LG1	9606.ENSP00000341637	0.00038666545925265697
BCL2L1	9606.ENSP00000365230	0.0003856439221756001
PRKACG	9606.ENSP00000366488	0.00038542755952518474
STAT4	9606.ENSP00000351255	0.0003827467727216435
IL11	9606.ENSP00000264563	0.00038232648787014126
SLAMF1	9606.ENSP00000438406	0.0003818045867585997
IFNAR1	9606.ENSP00000270139	0.00038087008255221355
KIR2DL3	9606.ENSP00000342215	0.0003806855838866391
BTK	9606.ENSP00000483570	0.0003805928045123482
MS4A1	9606.ENSP00000433277	0.0003782754185409611
CD1B	9606.ENSP00000357150	0.00037795998150631034
CCL13	9606.ENSP00000225844	0.00037715632750686106
CSF3R	9606.ENSP00000362195	0.00037690370860238276
APOE	9606.ENSP00000252486	0.0003762823258694394
UBC	9606.ENSP00000441543	0.00037331120280177047
APP	9606.ENSP00000284981	0.0003720515809960708
IL23R	9606.ENSP00000321345	0.0003705328639771758
SOCS3	9606.ENSP00000330341	0.00037008401599107556
IL12RB2	9606.ENSP00000262345	0.0003698184151387604
IL10RB	9606.ENSP00000290200	0.000369256962930025
MME	9606.ENSP00000418525	0.0003691121876113044
FLT3	9606.ENSP00000241453	0.0003684594426563779
CD74	9606.ENSP00000009530	0.0003681515779988291
FGFR2	9606.ENSP00000410294	0.00036754142926430117
LEP	9606.ENSP00000312652	0.0003675027030030539
PTK2	9606.ENSP00000341189	0.000367460652693684
TREM2	9606.ENSP00000362205	0.0003674496670246774
CD83	9606.ENSP00000368450	0.00036640230328895037
HDAC1	9606.ENSP00000362649	0.00036366188345497073
ARG1	9606.ENSP00000349446	0.0003634568360964896
HCK	9606.ENSP00000365012	0.0003633550227582422
GZMH	9606.ENSP00000216338	0.0003621993174407418
CXCL3	9606.ENSP00000296026	0.00036210542456921273
ERBB3	9606.ENSP00000267101	0.0003615749008527575
NT5E	9606.ENSP00000257770	0.00036075679184234674
VSIR	9606.ENSP00000378409	0.000359256666870883
HIF1A	9606.ENSP00000437955	0.00035844081092060076
XCL1	9606.ENSP00000356792	0.00035655041385769173
CR2	9606.ENSP00000356024	0.000355258266585121
IGF1R	9606.ENSP00000497069	0.00035314116346153675
CD209	9606.ENSP00000315477	0.0003511001753721918
NFKBIA	9606.ENSP00000216797	0.0003509921652063547
NRAS	9606.ENSP00000358548	0.00035013029875862096
KIR2DL4	9606.ENSP00000339634	0.0003500237536269763
CCL26	9606.ENSP00000378365	0.0003499108463248568
HLA-DQA2	9606.ENSP00000364076	0.00034964717966866885
PPBP	9606.ENSP00000296028	0.0003490564388240498
CSF2RB	9606.ENSP00000384053	0.0003470148602995291
CCL1	9606.ENSP00000225842	0.00034694927503365464
LILRB2	9606.ENSP00000375629	0.00034413008349853865
IFNA17	9606.ENSP00000411940	0.00034275689765813353
XCR1	9606.ENSP00000310405	0.0003402440664162128
ARRB1	9606.ENSP00000409581	0.0003374087947736145
THY1	9606.ENSP00000284240	0.00033686712634189487
H3C13	9606.ENSP00000333277	0.0003334324064078691
SOCS1	9606.ENSP00000496577	0.00033316843098839217
IL17F	9606.ENSP00000337432	0.00033314796265326266
NCK1	9606.ENSP00000417273	0.0003330024047128693
UBA52	9606.ENSP00000388107	0.0003328362799019044
HLA-DPB1	9606.ENSP00000408146	0.0003296910482158176
HLA-DMA	9606.ENSP00000363976	0.0003293680989220324
H3C12	9606.ENSP00000352252	0.0003290167977395855
KLRF1	9606.ENSP00000483713	0.00032850627766326684
SLAMF6	9606.ENSP00000357036	0.0003278370863819395
IRF7	9606.ENSP00000380697	0.0003271184432961214
CALM3	9606.ENSP00000291295	0.00032668570829647297
CEACAM1	9606.ENSP00000161559	0.00032617523503073695
AOC3	9606.ENSP00000312326	0.00032608577006847496
CD6	9606.ENSP00000323280	0.00032371804443976276
CCND1	9606.ENSP00000227507	0.0003229581819592397
EPOR	9606.ENSP00000222139	0.0003229439633473162
CXCL16	9606.ENSP00000293778	0.0003227434100541726
CD79B	9606.ENSP00000376544	0.00032201348938741076
TNFSF8	9606.ENSP00000223795	0.00032191593232737
TRAF1	9606.ENSP00000362994	0.0003214411505322447
IRS1	9606.ENSP00000304895	0.00032001718332404303
IRF1	9606.ENSP00000245414	0.00031912786885734983
IL6ST	9606.ENSP00000370698	0.0003184051444507217
CHUK	9606.ENSP00000359424	0.0003182679599948309
HLA-DOB	9606.ENSP00000496848	0.00031790090569686866
CCL7	9606.ENSP00000367832	0.00031788321183737927
SELP	9606.ENSP00000263686	0.00031691867043873005
OSM	9606.ENSP00000215781	0.00031613086971231293
HLA-DOA	9606.ENSP00000229829	0.00031592295616833543
IKBKB	9606.ENSP00000430684	0.0003135047147010586
VWF	9606.ENSP00000261405	0.0003124406074774781
IL27RA	9606.ENSP00000263379	0.0003119577474015387
VAV3	9606.ENSP00000359073	0.0003111802222197808
LIF	9606.ENSP00000249075	0.00031111565558550254
MAPK8	9606.ENSP00000378974	0.00031107667892953095
CXCL6	9606.ENSP00000226317	0.0003109397713884525
TNFRSF1B	9606.ENSP00000365435	0.0003096092418248202
CASP8	9606.ENSP00000351273	0.0003089481617905535
HLA-DRB5	9606.ENSP00000364114	0.00030858084395944175
IKBKG	9606.ENSP00000483825	0.00030799179033956726
SMAD3	9606.ENSP00000332973	0.00030668107836618176
GNAS	9606.ENSP00000360141	0.0003063956716836606
MPO	9606.ENSP00000225275	0.00030490042430977616
HGF	9606.ENSP00000222390	0.0003029845452135487
CD8B	9606.ENSP00000331172	0.00030289884374445127
MTOR	9606.ENSP00000354558	0.0003023210466850042
PPARG	9606.ENSP00000287820	0.0003021711468686495
IFNAR2	9606.ENSP00000343957	0.00030190457121989644
GNAI2	9606.ENSP00000312999	0.0003018429946860857
POMC	9606.ENSP00000384092	0.00030106535054481544
IRF4	9606.ENSP00000370343	0.0003010645015996298
CCL8	9606.ENSP00000378118	0.0003009673766280612
TRAF5	9606.ENSP00000261464	0.0003007666769216309
LAT	9606.ENSP00000378845	0.00030052697818752465
HLA-DMB	9606.ENSP00000398890	0.00030052261314998587
CREBBP	9606.ENSP00000262367	0.00030043133486377054
ULBP1	9606.ENSP00000229708	0.0003003025434773829
BRCA1	9606.ENSP00000418960	0.00030010560966477396
ITGA2B	9606.ENSP00000262407	0.00029804783291519104
ITGB3	9606.ENSP00000452786	0.0002975326508356385
CD1A	9606.ENSP00000289429	0.00029712243629871377
H3-3B	9606.ENSP00000254810	0.00029612226102405047
CASP1	9606.ENSP00000433138	0.00029494542218351337
HSPB3	9606.ENSP00000303394	0.000294788768168751
DDX58	9606.ENSP00000369213	0.00029400435272299355
CAV1	9606.ENSP00000339191	0.0002935943873877909
ANPEP	9606.ENSP00000300060	0.00029328206960232365
SOS1	9606.ENSP00000384675	0.0002927507197651757
CD1E	9606.ENSP00000357149	0.00029134284179144416
KIF2C	9606.ENSP00000361298	0.00029109270808349024
IRF3	9606.ENSP00000471896	0.00029011839910320444
IL33	9606.ENSP00000370842	0.0002899858368644658
NGF	9606.ENSP00000358525	0.0002898655989754315
CCL24	9606.ENSP00000400533	0.00028975997370624736
EPO	9606.ENSP00000252723	0.00028863139083941413
H4C6	9606.ENSP00000244537	0.0002883780743902764
IL21	9606.ENSP00000497915	0.00028824225016116936
MICB	9606.ENSP00000252229	0.00028600893649776294
IL22RA1	9606.ENSP00000270800	0.00028560294063104125
CD81	9606.ENSP00000263645	0.0002855397256630338
FOXO1	9606.ENSP00000368880	0.0002842735198483632
CRK	9606.ENSP00000300574	0.0002824172252118892
FGFR1	9606.ENSP00000393312	0.00027995099104503635
AGT	9606.ENSP00000355627	0.0002796980540364785
CALR	9606.ENSP00000320866	0.0002786665418046251
IL23A	9606.ENSP00000228534	0.00027833146205904607
ACKR2	9606.ENSP00000416996	0.0002778882715727687
IL13RA1	9606.ENSP00000360730	0.0002775036373331426
TLR8	9606.ENSP00000312082	0.00027689233526754755
CALML5	9606.ENSP00000369689	0.00027640270335524506
TNFRSF13C	9606.ENSP00000291232	0.000275223896987687
IL5RA	9606.ENSP00000412209	0.00027520636447686184
CALML3	9606.ENSP00000315299	0.00027489689776762793
MAPK14	9606.ENSP00000229795	0.0002742758880613858
KIR3DL2	9606.ENSP00000325525	0.00027400117050663757
IFNL1	9606.ENSP00000329991	0.00027340047698718215
CD24	9606.ENSP00000481841	0.0002730016687500818
BDNF	9606.ENSP00000414303	0.00027222335460153486
FUT4	9606.ENSP00000351602	0.00027209186569138817
ACKR1	9606.ENSP00000357103	0.0002717963100105324
ULBP2	9606.ENSP00000356320	0.00026969256010234393
STAT2	9606.ENSP00000315768	0.0002683492040408455
CALML4	9606.ENSP00000419081	0.0002679447866471918
CSK	9606.ENSP00000220003	0.0002677481334823775
KITLG	9606.ENSP00000495951	0.00026728907543131395
UBB	9606.ENSP00000478771	0.00026703909205007747
TNFRSF25	9606.ENSP00000367013	0.0002669042764925415
CD9	9606.ENSP00000371958	0.0002664957485778045
ACE2	9606.ENSP00000389326	0.00026636614904314575
SPI1	9606.ENSP00000227163	0.0002656236043471367
CXCL14	9606.ENSP00000337065	0.00026363578806666837
CALML6	9606.ENSP00000304643	0.000263215091568981
SIRT1	9606.ENSP00000212015	0.00026232837084907913
ABL1	9606.ENSP00000361423	0.00026179274808396717
IRF8	9606.ENSP00000268638	0.0002616142783169934
CCL3L3	9606.ENSP00000480558	0.00026144301944117554
CCL3L1	9606.ENSP00000480558	0.00026144301944117554
RIPK1	9606.ENSP00000259808	0.0002607237432575016
HMGB1	9606.ENSP00000345347	0.000260649356089359
IFNLR1	9606.ENSP00000327824	0.000260534723271696
CREB1	9606.ENSP00000387699	0.00026041743208176987
GSK3B	9606.ENSP00000324806	0.00025893622656679845
